Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,month,hour
2004-05-13,19.00.00,1.6,1378.0,21.7,1342.0,54.0,612.0,64.0,2076.0,1489.0,19.8,47.9,1.092,5,19
2004-05-13,20.00.00,0.6,1428.0,21.2,1329.0,52.0,594.0,59.0,2102.0,1602.0,19.1,52.3,1.1486,5,20
2004-05-13,21.00.00,0.3,1336.0,15.9,1176.0,34.0,656.0,41.0,1891.0,1468.0,18.2,54.7,1.1336,5,21
2004-05-13,22.00.00,0.1,1234.0,12.0,1049.0,41.0,746.0,46.0,1733.0,1274.0,17.8,55.0,1.1097,5,22
2004-05-13,23.00.00,0.1,1300.0,17.4,1221.0,41.0,648.0,46.0,1946.0,1401.0,17.5,56.4,1.1175,5,23
2004-05-14,00.00.00,0.2,1246.0,15.0,1150.0,65.0,654.0,77.0,1873.0,1354.0,17.3,57.8,1.1298,5,00
2004-05-14,01.00.00,0.3,1141.0,11.1,1017.0,65.0,740.0,83.0,1690.0,1188.0,16.8,57.5,1.0912,5,01
2004-05-14,02.00.00,0.3,1014.0,6.9,853.0,84.0,883.0,90.0,1538.0,975.0,16.3,57.0,1.0484,5,02
2004-05-14,03.00.00,0.4,938.0,5.1,769.0,89.0,978.0,95.0,1463.0,816.0,16.2,56.3,1.0262,5,03
2004-05-14,04.00.00,0.3,988.0,6.1,814.0,114.0,908.0,113.0,1512.0,921.0,15.5,59.9,1.0498,5,04
2004-05-14,05.00.00,0.3,983.0,6.5,833.0,127.0,894.0,128.0,1524.0,1012.0,16.0,58.3,1.0481,5,05
2004-05-14,06.00.00,0.1,1033.0,8.4,917.0,117.0,882.0,117.0,1617.0,905.0,17.2,52.3,1.0169,5,06
2004-05-14,07.00.00,0.1,1388.0,22.8,1372.0,46.0,601.0,64.0,2105.0,1449.0,18.5,49.4,1.0397,5,07
2004-05-14,08.00.00,0.2,1512.0,29.1,1530.0,16.0,527.0,28.0,2326.0,1725.0,20.0,45.6,1.0524,5,08
2004-05-14,09.00.00,0.6,1148.0,13.6,1104.0,27.0,723.0,46.0,1713.0,1301.0,21.0,37.9,0.9313,5,09
2004-05-14,10.00.00,0.5,1095.0,11.1,1019.0,4.0,815.0,8.0,1618.0,1181.0,22.8,32.4,0.887,5,10
2004-05-14,11.00.00,0.9,987.0,10.0,979.0,19.0,923.0,32.0,1515.0,962.0,25.5,25.6,0.8218,5,11
2004-05-14,12.00.00,1.1,984.0,10.5,998.0,48.0,905.0,57.0,1523.0,862.0,25.9,23.6,0.7771,5,12
2004-05-14,13.00.00,1.3,1072.0,13.0,1084.0,82.0,843.0,60.0,1622.0,1017.0,27.7,20.8,0.7599,5,13
2004-05-14,14.00.00,1.5,1048.0,12.5,1068.0,167.0,869.0,83.0,1573.0,993.0,27.1,21.6,0.7618,5,14
2004-05-14,15.00.00,1.2,1042.0,11.4,1029.0,248.0,907.0,129.0,1540.0,879.0,28.4,20.2,0.7697,5,15
2004-05-14,16.00.00,0.4,1113.0,13.1,1086.0,213.0,882.0,137.0,1584.0,926.0,28.1,21.9,0.8184,5,16
2004-05-14,17.00.00,0.2,1146.0,14.9,1145.0,161.0,836.0,121.0,1647.0,1011.0,27.6,22.3,0.8116,5,17
2004-05-14,18.00.00,0.3,1239.0,19.1,1272.0,144.0,748.0,123.0,1790.0,1380.0,25.2,24.3,0.7671,5,18
2004-05-14,19.00.00,0.5,1302.0,21.8,1346.0,127.0,706.0,120.0,1880.0,1698.0,24.6,25.1,0.7636,5,19
2004-05-14,20.00.00,1.6,1181.0,16.1,1183.0,116.0,792.0,119.0,1711.0,1432.0,23.1,27.2,0.7575,5,20
2004-05-14,21.00.00,3.6,1068.0,11.6,1037.0,124.0,869.0,121.0,1567.0,1217.0,22.0,28.6,0.7483,5,21
2004-05-14,22.00.00,2.2,1135.0,12.4,1065.0,115.0,803.0,111.0,1630.0,1317.0,20.8,34.5,0.8365,5,22
2004-05-14,23.00.00,1.6,1121.0,10.4,992.0,150.0,844.0,128.0,1505.0,1255.0,20.4,35.3,0.8352,5,23
2004-05-15,00.00.00,1.4,1131.0,9.7,965.0,221.0,843.0,159.0,1520.0,1223.0,19.1,38.3,0.8381,5,00
2004-05-15,01.00.00,1.4,947.0,5.7,798.0,227.0,964.0,161.0,1395.0,930.0,18.0,40.5,0.8271,5,01
2004-05-15,02.00.00,1.5,935.0,5.4,786.0,156.0,964.0,116.0,1389.0,954.0,17.4,43.4,0.8553,5,02
2004-05-15,03.00.00,1.3,941.0,5.6,792.0,97.0,975.0,96.0,1397.0,889.0,14.8,50.6,0.8489,5,03
2004-05-15,04.00.00,1.2,867.0,4.4,734.0,78.0,1043.0,69.0,1324.0,808.0,14.6,51.4,0.8489,5,04
2004-05-15,05.00.00,1.8,839.0,2.8,638.0,60.0,1171.0,58.0,1271.0,643.0,15.7,46.9,0.8329,5,05
2004-05-15,06.00.00,3.0,873.0,3.9,704.0,61.0,1091.0,59.0,1322.0,756.0,15.3,49.7,0.8552,5,06
2004-05-15,07.00.00,3.5,1065.0,9.1,942.0,46.0,890.0,45.0,1576.0,1067.0,16.0,47.4,0.8564,5,07
2004-05-15,08.00.00,2.4,1187.0,13.6,1104.0,17.0,727.0,23.0,1721.0,1391.0,17.6,43.3,0.8647,5,08
2004-05-15,09.00.00,1.1,1249.0,15.8,1174.0,18.0,712.0,26.0,1774.0,1486.0,20.3,37.4,0.8807,5,09
2004-05-15,10.00.00,0.8,1157.0,12.7,1072.0,16.0,802.0,24.0,1653.0,1327.0,23.1,30.3,0.8425,5,10
2004-05-15,11.00.00,0.4,988.0,8.6,924.0,39.0,1015.0,41.0,1463.0,835.0,25.0,24.2,0.7568,5,11
2004-05-15,12.00.00,0.6,1025.0,9.4,955.0,107.0,997.0,65.0,1457.0,834.0,25.6,23.5,0.7611,5,12
2004-05-15,13.00.00,0.3,997.0,9.2,947.0,190.0,998.0,94.0,1460.0,815.0,25.5,22.6,0.7288,5,13
2004-05-15,14.00.00,0.1,916.0,6.4,829.0,236.0,1124.0,100.0,1333.0,621.0,26.1,21.1,0.7023,5,14
2004-05-15,15.00.00,0.3,965.0,8.3,910.0,227.0,1056.0,103.0,1389.0,643.0,28.2,19.4,0.7303,5,15
2004-05-15,16.00.00,1.4,985.0,8.1,903.0,211.0,1059.0,89.0,1437.0,712.0,27.4,20.5,0.7379,5,16
2004-05-15,17.00.00,2.7,1026.0,8.5,920.0,201.0,1037.0,86.0,1455.0,746.0,26.0,22.7,0.7532,5,17
2004-05-15,18.00.00,2.3,1125.0,11.0,1016.0,191.0,910.0,89.0,1564.0,991.0,23.8,27.1,0.7858,5,18
2004-05-15,19.00.00,1.8,1159.0,12.1,1054.0,192.0,878.0,88.0,1603.0,1046.0,23.0,28.7,0.7976,5,19
2004-05-15,20.00.00,1.6,1284.0,15.0,1149.0,143.0,780.0,73.0,1725.0,1304.0,21.7,31.8,0.8191,5,20
2004-05-15,21.00.00,1.9,1101.0,10.2,986.0,148.0,852.0,78.0,1574.0,1100.0,20.9,33.2,0.8098,5,21
2004-05-15,22.00.00,2.5,1101.0,9.9,972.0,183.0,879.0,95.0,1552.0,1001.0,20.2,34.3,0.8017,5,22
2004-05-15,23.00.00,1.6,1183.0,12.0,1049.0,216.0,762.0,109.0,1594.0,1290.0,19.6,37.0,0.8325,5,23
2004-05-16,00.00.00,1.5,1132.0,10.5,996.0,184.0,822.0,95.0,1564.0,1205.0,18.1,40.9,0.8441,5,00
2004-05-16,01.00.00,2.5,998.0,7.1,859.0,248.0,919.0,101.0,1450.0,1045.0,17.0,43.3,0.8341,5,01
2004-05-16,02.00.00,3.6,911.0,4.6,743.0,221.0,1052.0,88.0,1370.0,739.0,16.7,43.4,0.8193,5,02
2004-05-16,03.00.00,3.5,875.0,4.2,721.0,159.0,1083.0,77.0,1328.0,683.0,15.9,44.7,0.8009,5,03
2004-05-16,04.00.00,4.8,808.0,2.6,630.0,136.0,1234.0,75.0,1256.0,573.0,15.2,45.5,0.7829999999999999,5,04
2004-05-16,05.00.00,3.7,792.0,2.2,599.0,168.0,1262.0,81.0,1235.0,564.0,13.5,50.1,0.7706,5,05
2004-05-16,06.00.00,2.1,822.0,2.0,581.0,95.0,1326.0,57.0,1256.0,602.0,14.2,49.9,0.8025,5,06
2004-05-16,07.00.00,1.6,918.0,4.2,721.0,70.0,1069.0,49.0,1353.0,785.0,13.8,51.4,0.8059,5,07
2004-05-16,08.00.00,2.2,975.0,5.2,774.0,43.0,1001.0,38.0,1393.0,878.0,16.3,45.1,0.8286,5,08
2004-05-16,09.00.00,0.8,1047.0,8.2,908.0,30.0,913.0,31.0,1458.0,981.0,19.2,35.4,0.7812,5,09
2004-05-16,10.00.00,2.7,1053.0,9.8,970.0,22.0,930.0,23.0,1473.0,991.0,25.5,21.1,0.677,5,10
2004-05-16,11.00.00,3.6,1017.0,7.9,897.0,25.0,1013.0,22.0,1400.0,780.0,28.2,19.0,0.7164,5,11
2004-05-16,12.00.00,3.3,1021.0,7.7,889.0,48.0,1022.0,33.0,1405.0,684.0,29.5,19.8,0.8013,5,12
2004-05-16,13.00.00,3.6,941.0,4.8,753.0,73.0,1173.0,43.0,1311.0,468.0,30.6,19.4,0.8348,5,13
2004-05-16,14.00.00,2.9,991.0,5.3,776.0,95.0,1122.0,53.0,1375.0,468.0,29.9,22.0,0.9181,5,14
2004-05-16,15.00.00,1.9,1117.0,7.1,862.0,86.0,995.0,54.0,1476.0,530.0,31.5,21.9,0.997,5,15
2004-05-16,16.00.00,2.0,1217.0,9.2,947.0,102.0,887.0,62.0,1566.0,648.0,31.2,24.6,1.0987,5,16
2004-05-16,17.00.00,2.9,1248.0,10.1,982.0,80.0,880.0,53.0,1617.0,746.0,30.4,26.5,1.1347,5,17
2004-05-16,18.00.00,2.7,1242.0,9.9,973.0,36.0,856.0,34.0,1632.0,819.0,26.8,33.5,1.1602,5,18
2004-05-16,19.00.00,1.5,1403.0,15.1,1151.0,32.0,747.0,30.0,1820.0,1125.0,25.5,37.4,1.1995,5,19
2004-05-16,20.00.00,1.6,1238.0,10.6,999.0,46.0,833.0,37.0,1648.0,1013.0,23.7,39.4,1.1381,5,20
2004-05-16,21.00.00,1.3,1093.0,7.0,858.0,61.0,975.0,47.0,1495.0,816.0,22.9,37.0,1.0197,5,21
2004-05-16,22.00.00,0.7,1034.0,5.9,805.0,59.0,1030.0,44.0,1416.0,750.0,20.8,36.3,0.8775,5,22
2004-05-16,23.00.00,0.7,934.0,5.6,795.0,76.0,1098.0,53.0,1328.0,673.0,20.3,28.5,0.6686,5,23
2004-05-17,00.00.00,1.2,913.0,5.4,785.0,145.0,1110.0,88.0,1273.0,692.0,19.6,26.5,0.5974,5,00
2004-05-17,01.00.00,1.5,835.0,3.7,691.0,140.0,1265.0,95.0,1182.0,517.0,19.1,25.9,0.5673,5,01
2004-05-17,02.00.00,1.5,773.0,1.8,568.0,102.0,1474.0,82.0,1113.0,392.0,18.4,27.6,0.5799,5,02
2004-05-17,03.00.00,1.6,771.0,1.4,533.0,89.0,1566.0,59.0,1110.0,360.0,17.4,30.2,0.5945,5,03
2004-05-17,04.00.00,1.1,805.0,1.4,534.0,62.0,1454.0,43.0,1112.0,409.0,16.3,34.1,0.6257,5,04
2004-05-17,05.00.00,1.1,930.0,3.5,684.0,69.0,1059.0,51.0,1220.0,779.0,15.8,36.5,0.6535,5,05
2004-05-17,06.00.00,1.4,1009.0,7.0,859.0,63.0,944.0,49.0,1420.0,1016.0,16.0,38.1,0.6879,5,06
2004-05-17,07.00.00,1.4,1196.0,14.4,1131.0,31.0,775.0,36.0,1675.0,1243.0,17.6,35.0,0.6965,5,07
2004-05-17,08.00.00,1.0,1010.0,8.9,937.0,17.0,945.0,24.0,1444.0,949.0,18.5,31.2,0.6611,5,08
2004-05-17,09.00.00,1.3,990.0,8.6,924.0,61.0,974.0,58.0,1404.0,861.0,19.8,28.5,0.652,5,09
2004-05-17,10.00.00,1.9,988.0,8.5,918.0,184.0,1007.0,73.0,1393.0,850.0,22.3,24.1,0.6394,5,10
2004-05-17,11.00.00,1.7,979.0,8.3,910.0,248.0,1028.0,74.0,1396.0,788.0,24.2,21.7,0.6451,5,11
2004-05-17,12.00.00,2.3,1029.0,10.1,983.0,220.0,950.0,97.0,1470.0,879.0,25.1,20.8,0.6516,5,12
2004-05-17,13.00.00,2.4,984.0,9.1,945.0,243.0,990.0,108.0,1423.0,747.0,25.8,19.5,0.6392,5,13
2004-05-17,14.00.00,1.8,985.0,8.5,919.0,164.0,1028.0,93.0,1387.0,700.0,26.3,18.9,0.6344,5,14
2004-05-17,15.00.00,0.6,981.0,7.7,886.0,37.0,1054.0,63.0,1363.0,695.0,25.8,18.6,0.608,5,15
2004-05-17,16.00.00,0.8,1020.0,9.0,941.0,57.0,1016.0,71.0,1425.0,756.0,25.7,19.4,0.6304,5,16
2004-05-17,17.00.00,1.7,1106.0,13.4,1097.0,131.0,902.0,91.0,1552.0,941.0,26.7,17.1,0.5909,5,17
2004-05-17,18.00.00,1.1,1153.0,15.6,1168.0,171.0,842.0,95.0,1644.0,1021.0,24.3,19.8,0.5933,5,18
2004-05-17,19.00.00,0.6,1215.0,17.8,1234.0,187.0,796.0,96.0,1735.0,1167.0,23.5,20.8,0.5937,5,19
2004-05-17,20.00.00,1.1,1094.0,12.7,1072.0,133.0,888.0,81.0,1545.0,1105.0,22.0,24.0,0.6263,5,20
2004-05-17,21.00.00,1.1,944.0,6.4,832.0,87.0,1072.0,68.0,1350.0,712.0,21.1,26.2,0.6481,5,21
2004-05-17,22.00.00,1.0,964.0,7.1,861.0,61.0,1014.0,57.0,1398.0,735.0,20.9,28.8,0.7014,5,22
2004-05-17,23.00.00,0.5,1003.0,7.4,872.0,86.0,988.0,68.0,1439.0,851.0,20.2,31.2,0.7304,5,23
2004-05-18,00.00.00,0.7,914.0,5.2,774.0,83.0,1091.0,72.0,1323.0,706.0,20.0,31.5,0.7262,5,00
2004-05-18,01.00.00,1.0,839.0,2.4,609.0,61.0,1276.0,62.0,1286.0,643.0,20.8,32.3,0.7813,5,01
2004-05-18,02.00.00,1.2,830.0,2.0,582.0,80.0,1310.0,75.0,1264.0,608.0,20.0,34.5,0.7954,5,02
2004-05-18,03.00.00,0.7,812.0,1.2,521.0,110.0,1413.0,92.0,1233.0,469.0,21.2,32.9,0.8178,5,03
2004-05-18,04.00.00,0.9,832.0,1.5,547.0,108.0,1320.0,89.0,1254.0,469.0,18.3,40.0,0.8345,5,04
2004-05-18,05.00.00,0.8,903.0,3.1,656.0,134.0,1155.0,105.0,1361.0,618.0,17.0,44.6,0.8593,5,05
2004-05-18,06.00.00,0.8,1022.0,6.3,825.0,133.0,931.0,111.0,1487.0,931.0,17.1,45.3,0.8784,5,06
2004-05-18,07.00.00,0.5,1378.0,19.3,1277.0,118.0,628.0,102.0,1970.0,1519.0,17.1,46.5,0.9009999999999999,5,07
2004-05-18,08.00.00,0.5,1745.0,38.9,1748.0,17.0,484.0,30.0,2605.0,2054.0,18.8,39.7,0.8547,5,08
2004-05-18,09.00.00,0.7,1326.0,14.6,1137.0,26.0,719.0,43.0,1760.0,1550.0,20.3,38.1,0.8946,5,09
2004-05-18,10.00.00,0.9,1215.0,12.3,1062.0,55.0,794.0,67.0,1650.0,1381.0,25.3,27.0,0.8565,5,10
2004-05-18,11.00.00,1.0,1138.0,11.0,1015.0,39.0,854.0,58.0,1604.0,1115.0,27.4,22.8,0.8219,5,11
2004-05-18,12.00.00,1.2,1244.0,15.4,1162.0,15.0,765.0,24.0,1735.0,1189.0,30.0,20.0,0.8338,5,12
2004-05-18,13.00.00,1.3,1261.0,17.0,1210.0,47.0,736.0,58.0,1769.0,1200.0,30.9,19.1,0.8394,5,13
2004-05-18,14.00.00,1.6,1182.0,12.5,1066.0,49.0,818.0,62.0,1663.0,965.0,30.6,20.2,0.8719,5,14
2004-05-18,15.00.00,1.4,1208.0,13.8,1111.0,21.0,783.0,34.0,1653.0,1018.0,32.2,18.9,0.8964,5,15
2004-05-18,16.00.00,1.7,1158.0,10.1,981.0,33.0,862.0,46.0,1573.0,775.0,31.7,19.5,0.8981,5,16
2004-05-18,17.00.00,1.7,1346.0,19.3,1278.0,63.0,701.0,62.0,1873.0,1193.0,30.9,20.5,0.8996,5,17
2004-05-18,18.00.00,1.4,1443.0,22.7,1371.0,73.0,664.0,70.0,1988.0,1425.0,27.5,24.7,0.8899,5,18
2004-05-18,19.00.00,0.8,1440.0,25.5,1443.0,51.0,635.0,54.0,2068.0,1594.0,25.8,27.0,0.8821,5,19
2004-05-18,20.00.00,0.4,1232.0,15.8,1173.0,61.0,751.0,61.0,1750.0,1284.0,23.7,30.0,0.8633,5,20
2004-05-18,21.00.00,0.3,1159.0,12.3,1061.0,52.0,812.0,53.0,1648.0,1174.0,22.2,33.4,0.8806,5,21
2004-05-18,22.00.00,0.5,1081.0,8.7,929.0,49.0,910.0,49.0,1518.0,937.0,21.1,36.5,0.9019,5,22
2004-05-18,23.00.00,1.5,1083.0,8.3,911.0,40.0,883.0,48.0,1507.0,985.0,20.2,38.6,0.9016,5,23
2004-05-19,00.00.00,2.6,1069.0,7.7,887.0,36.0,859.0,45.0,1542.0,1041.0,19.3,43.0,0.9535,5,00
2004-05-19,01.00.00,4.3,940.0,4.2,724.0,51.0,1012.0,60.0,1407.0,867.0,19.2,43.6,0.9591,5,01
2004-05-19,02.00.00,3.1,901.0,3.0,653.0,56.0,1094.0,59.0,1367.0,822.0,18.4,45.7,0.9599,5,02
2004-05-19,03.00.00,2.9,848.0,1.8,571.0,71.0,1224.0,67.0,1297.0,624.0,18.7,44.3,0.9453,5,03
2004-05-19,04.00.00,2.5,846.0,2.2,598.0,79.0,1211.0,72.0,1332.0,669.0,16.3,51.4,0.9468,5,04
2004-05-19,05.00.00,1.9,848.0,2.2,598.0,117.0,1219.0,88.0,1318.0,628.0,17.0,49.2,0.9459,5,05
2004-05-19,06.00.00,2.5,980.0,5.7,800.0,127.0,983.0,94.0,1462.0,810.0,16.4,52.1,0.9612,5,06
2004-05-19,07.00.00,2.5,1408.0,20.9,1321.0,118.0,618.0,89.0,2044.0,1495.0,16.4,53.4,0.9863,5,07
2004-05-19,08.00.00,2.8,1716.0,36.7,1701.0,130.0,490.0,96.0,2545.0,2018.0,18.6,46.8,0.99,5,08
2004-05-19,09.00.00,2.3,1475.0,22.0,1351.0,131.0,625.0,98.0,2006.0,1696.0,21.0,41.1,1.0104,5,09
2004-05-19,10.00.00,3.3,1262.0,13.4,1096.0,102.0,772.0,95.0,1711.0,1340.0,26.4,28.9,0.9785,5,10
2004-05-19,11.00.00,2.8,1156.0,11.5,1034.0,48.0,813.0,64.0,1640.0,1123.0,27.7,26.3,0.9652,5,11
2004-05-19,12.00.00,4.8,1192.0,13.4,1097.0,22.0,796.0,38.0,1688.0,971.0,30.1,22.1,0.9281,5,12
2004-05-19,13.00.00,2.5,1233.0,15.2,1154.0,22.0,746.0,34.0,1740.0,1000.0,31.0,22.9,1.0144,5,13
2004-05-19,14.00.00,2.0,1208.0,13.0,1083.0,44.0,792.0,40.0,1702.0,891.0,31.0,22.6,1.0012,5,14
2004-05-19,15.00.00,1.8,1215.0,14.0,1116.0,167.0,784.0,76.0,1715.0,852.0,31.6,21.0,0.9590000000000001,5,15
2004-05-19,16.00.00,1.7,1251.0,15.5,1165.0,220.0,747.0,90.0,1774.0,975.0,30.4,24.7,1.0526,5,16
2004-05-19,17.00.00,1.3,1358.0,19.3,1278.0,285.0,689.0,118.0,1899.0,1192.0,28.8,26.3,1.0271,5,17
2004-05-19,18.00.00,0.7,1379.0,21.9,1349.0,272.0,645.0,118.0,1961.0,1373.0,26.4,30.1,1.0204,5,18
2004-05-19,19.00.00,0.5,1379.0,21.1,1326.0,238.0,659.0,122.0,1961.0,1307.0,24.7,31.5,0.9672,5,19
2004-05-19,20.00.00,0.4,1373.0,18.4,1252.0,207.0,670.0,120.0,1889.0,1325.0,22.9,36.5,1.0083,5,20
2004-05-19,21.00.00,0.3,1197.0,9.3,950.0,152.0,823.0,132.0,1592.0,918.0,20.8,41.8,1.0155,5,21
2004-05-19,22.00.00,0.5,1238.0,9.0,940.0,185.0,815.0,115.0,1622.0,877.0,19.7,47.1,1.0666,5,22
2004-05-19,23.00.00,1.4,1255.0,9.6,963.0,184.0,781.0,127.0,1665.0,1024.0,18.9,52.2,1.1313,5,23
2004-05-20,00.00.00,3.3,1164.0,8.2,908.0,205.0,821.0,126.0,1574.0,1019.0,18.5,50.1,1.0539,5,00
2004-05-20,01.00.00,5.8,1046.0,5.8,803.0,172.0,900.0,113.0,1490.0,823.0,18.0,53.0,1.0832,5,01
2004-05-20,02.00.00,5.0,956.0,3.1,661.0,227.0,1043.0,124.0,1398.0,701.0,18.4,51.7,1.0819,5,02
2004-05-20,03.00.00,3.5,885.0,1.7,565.0,187.0,1217.0,108.0,1329.0,542.0,19.8,46.2,1.056,5,03
2004-05-20,04.00.00,2.9,877.0,1.6,549.0,290.0,1265.0,142.0,1317.0,463.0,19.6,47.7,1.0736,5,04
2004-05-20,05.00.00,2.5,925.0,2.3,609.0,155.0,1168.0,125.0,1363.0,533.0,17.3,54.1,1.0582,5,05
2004-05-20,06.00.00,2.3,1086.0,6.6,837.0,108.0,885.0,116.0,1553.0,906.0,15.8,59.0,1.0495,5,06
2004-05-20,07.00.00,2.4,1490.0,19.6,1286.0,94.0,593.0,101.0,2053.0,1447.0,16.6,55.9,1.0486,5,07
2004-05-20,08.00.00,2.6,1763.0,32.9,1617.0,103.0,489.0,101.0,2503.0,1835.0,18.7,52.8,1.1279,5,08
2004-05-20,09.00.00,2.2,1462.0,18.1,1242.0,78.0,637.0,92.0,1961.0,1552.0,20.7,46.4,1.1227,5,09
2004-05-20,10.00.00,3.5,1232.0,12.4,1062.0,38.0,787.0,55.0,1707.0,1092.0,26.1,30.0,0.9972,5,10
2004-05-20,11.00.00,3.9,1239.0,12.5,1067.0,26.0,779.0,42.0,1702.0,1071.0,28.6,25.8,0.9989,5,11
2004-05-20,12.00.00,4.5,1218.0,12.0,1051.0,19.0,796.0,30.0,1689.0,881.0,30.3,23.3,0.9869,5,12
2004-05-20,13.00.00,3.8,1235.0,13.3,1094.0,35.0,756.0,40.0,1729.0,907.0,31.3,22.3,1.0043,5,13
2004-05-20,14.00.00,2.8,1196.0,12.3,1061.0,126.0,791.0,69.0,1649.0,899.0,31.1,22.3,0.9888,5,14
2004-05-20,15.00.00,1.7,1288.0,16.0,1179.0,309.0,717.0,100.0,1799.0,1074.0,32.4,20.4,0.9732,5,15
2004-05-20,16.00.00,1.2,1248.0,13.7,1108.0,376.0,772.0,125.0,1701.0,969.0,32.6,19.3,0.935,5,16
2004-05-20,17.00.00,1.6,1401.0,21.7,1342.0,441.0,663.0,174.0,1959.0,1267.0,31.2,20.3,0.9064,5,17
2004-05-20,18.00.00,1.0,1401.0,23.7,1396.0,309.0,645.0,171.0,2009.0,1402.0,27.7,24.8,0.9106,5,18
2004-05-20,19.00.00,0.9,1444.0,22.1,1354.0,220.0,655.0,149.0,1956.0,1437.0,25.7,27.9,0.9079999999999999,5,19
2004-05-20,20.00.00,0.5,1379.0,20.6,1312.0,168.0,683.0,124.0,1870.0,1382.0,24.1,29.9,0.8879,5,20
2004-05-20,21.00.00,0.5,1251.0,13.4,1097.0,149.0,771.0,119.0,1680.0,1280.0,22.2,34.4,0.9072,5,21
2004-05-20,22.00.00,0.5,1269.0,12.8,1077.0,160.0,773.0,130.0,1706.0,1250.0,20.7,38.0,0.9149,5,22
2004-05-20,23.00.00,1.0,1242.0,12.3,1060.0,177.0,745.0,143.0,1693.0,1359.0,20.2,42.8,0.9983,5,23
2004-05-21,00.00.00,3.5,1045.0,6.8,850.0,176.0,889.0,183.0,1506.0,1102.0,20.5,42.0,1.0004,5,00
2004-05-21,01.00.00,6.4,937.0,3.8,698.0,202.0,1039.0,161.0,1382.0,768.0,20.1,42.0,0.9763,5,01
2004-05-21,02.00.00,2.9,875.0,2.5,622.0,255.0,1167.0,170.0,1331.0,656.0,20.0,41.5,0.9571,5,02
2004-05-21,03.00.00,3.4,889.0,2.7,633.0,210.0,1123.0,143.0,1344.0,683.0,16.3,51.6,0.9461,5,03
2004-05-21,04.00.00,2.8,888.0,2.8,640.0,157.0,1089.0,123.0,1330.0,670.0,16.5,50.2,0.932,5,04
2004-05-21,05.00.00,2.8,881.0,2.6,624.0,96.0,1135.0,89.0,1319.0,656.0,16.4,50.2,0.9309999999999999,5,05
2004-05-21,06.00.00,2.8,998.0,7.0,856.0,59.0,894.0,67.0,1488.0,926.0,14.9,54.7,0.9203,5,06
2004-05-21,07.00.00,2.3,1517.0,26.2,1460.0,81.0,551.0,81.0,2205.0,1677.0,16.4,51.3,0.9474,5,07
2004-05-21,08.00.00,1.8,1522.0,28.2,1509.0,40.0,543.0,54.0,2275.0,1828.0,18.2,46.2,0.9575,5,08
2004-05-21,09.00.00,2.0,1417.0,20.2,1303.0,42.0,635.0,57.0,1964.0,1752.0,20.7,40.0,0.9639,5,09
2004-05-21,10.00.00,3.5,1329.0,17.1,1214.0,31.0,700.0,51.0,1845.0,1581.0,26.5,27.0,0.9217,5,10
2004-05-21,11.00.00,4.9,1203.0,11.2,1023.0,54.0,825.0,58.0,1622.0,1132.0,28.5,23.8,0.915,5,11
2004-05-21,12.00.00,4.6,1234.0,11.6,1037.0,88.0,788.0,69.0,1658.0,1037.0,29.7,23.7,0.9714,5,12
2004-05-21,13.00.00,3.4,1286.0,13.2,1090.0,261.0,750.0,107.0,1719.0,1023.0,31.7,21.7,0.9966,5,13
2004-05-21,14.00.00,2.7,1298.0,12.7,1075.0,357.0,749.0,151.0,1690.0,1022.0,31.7,21.5,0.9902,5,14
2004-05-21,15.00.00,1.9,1308.0,13.0,1084.0,265.0,757.0,146.0,1724.0,989.0,32.8,19.5,0.9515,5,15
2004-05-21,16.00.00,1.5,1276.0,13.5,1099.0,247.0,783.0,165.0,1680.0,925.0,32.5,18.6,0.8948,5,16
2004-05-21,17.00.00,1.0,1234.0,10.2,985.0,189.0,815.0,159.0,1572.0,795.0,30.2,22.6,0.9524,5,17
2004-05-21,18.00.00,0.7,1419.0,20.1,1300.0,168.0,670.0,174.0,1923.0,1263.0,27.6,25.7,0.9382,5,18
2004-05-21,19.00.00,1.0,1325.0,19.1,1273.0,183.0,716.0,167.0,1815.0,1184.0,25.9,24.9,0.8195,5,19
2004-05-21,20.00.00,0.6,1346.0,17.5,1224.0,157.0,715.0,137.0,1794.0,1272.0,23.9,29.4,0.8589,5,20
2004-05-21,21.00.00,0.9,1241.0,13.8,1110.0,113.0,772.0,116.0,1698.0,1177.0,22.3,32.1,0.8515,5,21
2004-05-21,22.00.00,1.2,1274.0,13.3,1094.0,140.0,771.0,125.0,1682.0,1231.0,20.5,35.9,0.8565,5,22
2004-05-21,23.00.00,2.9,1321.0,14.8,1144.0,230.0,732.0,194.0,1745.0,1243.0,19.8,37.2,0.8509,5,23
2004-05-22,00.00.00,4.8,1424.0,18.0,1240.0,277.0,662.0,222.0,1841.0,1427.0,19.1,41.9,0.9158,5,00
2004-05-22,01.00.00,4.3,1357.0,16.0,1178.0,295.0,674.0,206.0,1782.0,1454.0,17.8,46.1,0.9344,5,01
2004-05-22,02.00.00,3.1,1123.0,9.7,966.0,212.0,770.0,162.0,1594.0,1183.0,17.6,47.6,0.9465,5,02
2004-05-22,03.00.00,2.4,1003.0,6.2,820.0,151.0,902.0,132.0,1455.0,908.0,17.9,46.3,0.9394,5,03
